PLACA,viajes,toneladas,dias_activos,corredores,flota,tipologia,viajes_mes,meses_activos,estabilidad,indice_utilizacion
NHP449,2,3.556,2,2,Empresas,TURBO,0.11,1,0.06,0.01
NHP478,108,3501.533,97,32,Empresas,TRACTOMULA,6.03,18,1.0,0.8
NHP479,90,2909.296,83,27,Empresas,TRACTOMULA,5.03,17,0.94,0.67
NHP526,43,662.038,43,33,Terceros,DOBLETROQUE,2.4,13,0.72,0.32
NHP724,2,49.928,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
NHP730,2,65.441,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
NHP763,2,54.716,2,1,Empresas,TRACTOMULA,0.11,1,0.06,0.01
NHP844,1,13.491,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NHP951,4,15.794,4,4,Empresas,TURBO,0.22,3,0.17,0.03
NHP984,23,732.856,23,17,Terceros,TRACTOMULA,1.28,14,0.78,0.17
NHQ010,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NHQ011,1,12.278,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NHQ016,1,4.28,1,1,Terceros,TURBO,0.06,1,0.06,0.01
NHQ117,3,16.426000000000002,3,1,Empresas,SENCILLO,0.17,3,0.17,0.02
NHQ142,3,91.64,3,3,Empresas,TRACTOMULA,0.17,3,0.17,0.02
NHQ196,1,20.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NHQ588,2,69.0,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
NHR000,2,6.216,2,2,Empresas,TURBO,0.11,1,0.06,0.01
NHR116,2,8.451,2,1,Empresas,TURBO,0.11,2,0.11,0.01
NHR239,1,27.699,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NHR335,1,6.808,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NHT273,2,6.364000000000001,2,2,Empresas,TURBO,0.11,1,0.06,0.01
NHT606,1,3.713,1,1,Empresas,TURBO,0.06,1,0.06,0.01
NHT826,1,7.949999999999999,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
NHU000,3,4.76,2,3,Empresas,TURBO,0.17,2,0.11,0.02
NHU087,1,21.378,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NHU178,1,3.641,1,1,Empresas,TURBO,0.06,1,0.06,0.01
NIN480,2,60.363,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
NIN481,3,95.863,3,2,Empresas,TRACTOMULA,0.17,3,0.17,0.02
NIN505,2,33.509,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
NLW129,10,309.303,10,5,Empresas,TRACTOMULA,0.56,7,0.39,0.07
NLW222,4,67.493,4,1,Empresas,TRACTOMULA,0.22,2,0.11,0.03
NLW226,2,29.0,2,1,Terceros,TRACTOMULA,0.11,1,0.06,0.01
NLW279,3,11.850999999999999,3,3,Terceros,TURBO,0.17,2,0.11,0.02
NLW344,1,3.732,1,1,Terceros,TURBO,0.06,1,0.06,0.01
NLW352,53,384.045,53,33,Terceros,SENCILLO,2.96,18,1.0,0.39
NLW548,2,55.4,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
NLW918,4,20.224,4,4,Terceros,SENCILLO,0.22,2,0.11,0.03
NLX083,2,5.936,2,2,Empresas,TURBO,0.11,2,0.11,0.01
NLX200,1,34.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NLX292,1,0.808,1,1,Empresas,TURBO,0.06,1,0.06,0.01
NMS531,11,374.0,11,8,Empresas,TRACTOMULA,0.61,5,0.28,0.08
NMS548,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NMS571,14,447.426,14,8,Empresas,TRACTOMULA,0.78,7,0.39,0.1
NMS583,2,14.613,2,1,Empresas,SENCILLO,0.11,2,0.11,0.01
NMS588,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NMS688,12,414.0,12,2,Empresas,TRACTOMULA,0.67,8,0.44,0.09
NNL020,1,5.0,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
NNL083,3,51.2,3,3,Terceros,TRACTOMULA,0.17,3,0.17,0.02
NNL302,1,13.051,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NNL337,1,31.495,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NNL413,2,8.024999999999999,2,1,Empresas,SENCILLO,0.11,1,0.06,0.01
NNL796,2,5.16,2,1,Terceros,TURBO,0.11,1,0.06,0.01
NNL904,1,25.025,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NNM019,55,211.78300000000002,55,14,Terceros,TURBO,3.07,15,0.83,0.41
NNM022,70,272.213,69,16,Terceros,TURBO,3.91,18,1.0,0.52
NNM099,1,18.639,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NNM178,37,134.762,37,6,Terceros,TURBO,2.07,12,0.67,0.27
NNM237,35,666.466,34,16,Terceros,TRACTOMULA,1.95,14,0.78,0.26
NNM256,60,869.497,59,42,Terceros,DOBLETROQUE,3.35,13,0.72,0.44
NNM501,3,96.53,3,3,Terceros,TRACTOMULA,0.17,2,0.11,0.02
NNN040,12,105.87,6,5,Terceros,SENCILLO,0.67,2,0.11,0.09
NNN041,9,79.795,9,7,Terceros,SENCILLO,0.5,3,0.17,0.07
NNN261,85,2296.562,82,34,Terceros,TRACTOMULA,4.75,12,0.67,0.63
NNN360,43,1387.531,41,21,Empresas,TRACTOMULA,2.4,11,0.61,0.32
NNN458,1,23.27,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NNN791,12,38.455999999999996,12,12,Terceros,TURBO,0.67,4,0.22,0.09
NNN799,5,18.988,5,5,Terceros,TURBO,0.28,2,0.11,0.04
NNV095,1,3.0,1,1,Empresas,TURBO,0.06,1,0.06,0.01
NNV159,146,177.597,129,10,Terceros,CAMIONETA,8.15,10,0.56,1.08
NNV241,29,394.517,29,4,Empresas,TRACTOMULA,1.62,13,0.72,0.21
NNZ823,59,1715.426,56,36,Terceros,TRACTOMULA,3.3,17,0.94,0.44
NNZ918,1,31.599,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NOK022,2,3.0060000000000002,2,2,Empresas,CAMIONETA,0.11,1,0.06,0.01
NOK285,9,158.596,9,3,Empresas,TRACTOMULA,0.5,7,0.39,0.07
NOK520,11,41.273,11,11,Terceros,TURBO,0.61,9,0.5,0.08
NOK682,1,16.797,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NOK895,4,94.9,4,3,Empresas,TRACTOMULA,0.22,3,0.17,0.03
NOL363,2,33.35,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
NOL523,9,146.971,9,4,Terceros,DOBLETROQUE,0.5,4,0.22,0.07
NOL561,1,4.1290000000000004,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
NOS468,1,0.494,1,1,Empresas,TURBO,0.06,1,0.06,0.01
NOS498,1,27.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NOS635,4,12.683,4,2,Empresas,SENCILLO,0.22,2,0.11,0.03
NOS694,4,32.631,4,3,Empresas,TRACTOMULA,0.22,4,0.22,0.03
NOW028,1,8.782,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
NOW152,2,59.524,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
NOW234,2,1.521,1,2,Empresas,TURBO,0.11,1,0.06,0.01
NOW404,79,281.212,78,28,Terceros,TURBO,4.41,18,1.0,0.58
NOW975,13,156.674,13,4,Empresas,TRACTOMULA,0.73,12,0.67,0.1
NOX112,454,4245.012,356,39,Terceros,SENCILLO,25.36,18,1.0,1.5
NOX196,2,26.288999999999998,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
NOX381,21,79.56,21,18,Terceros,TURBO,1.17,11,0.61,0.16
NOX409,1,1.76,1,1,Empresas,TURBO,0.06,1,0.06,0.01
NOX727,1,1.0,1,1,Terceros,CAMIONETA,0.06,1,0.06,0.01
NOY040,7,197.37,7,6,Empresas,TRACTOMULA,0.39,4,0.22,0.05
NOY043,1,31.590000000000003,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NOY124,2,6.011,2,2,Terceros,TURBO,0.11,2,0.11,0.01
NOZ051,1,33.446,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NOZ053,1,33.364,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NOZ063,1,32.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NPR862,8,38.448,8,6,Empresas,SENCILLO,0.45,7,0.39,0.06
NPR895,1,6.91,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NPT034,3,80.997,3,2,Empresas,TRACTOMULA,0.17,1,0.06,0.02
NPT077,6,161.938,6,2,Empresas,TRACTOMULA,0.34,3,0.17,0.05
NQL372,3,12.516,3,3,Empresas,TURBO,0.17,2,0.11,0.02
NSQ735,3,9.16,3,3,Terceros,CAMIONETA,0.17,1,0.06,0.02
NSY516,3,11.678,3,3,Empresas,TURBO,0.17,2,0.11,0.02
NSZ192,3,11.696,3,3,Terceros,TURBO,0.17,2,0.11,0.02
NTN648,2,69.0,2,1,Empresas,TRACTOMULA,0.11,1,0.06,0.01
NTN658,8,276.0,8,2,Empresas,TRACTOMULA,0.45,6,0.33,0.06
NTQ387,1,1.969,1,1,Empresas,TURBO,0.06,1,0.06,0.01
NTZ198,1,4.215,1,1,Empresas,TURBO,0.06,1,0.06,0.01
NUT729,6,23.101,6,6,Terceros,TURBO,0.34,4,0.22,0.05
NUT748,2,7.920999999999999,2,2,Empresas,TURBO,0.11,1,0.06,0.01
NUU674,3,45.336,3,1,Empresas,TRACTOMULA,0.17,3,0.17,0.02
NUU910,1,33.501,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NUU952,1,19.82,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NUU973,1,30.863,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NUV183,1,4.562,1,1,Empresas,TURBO,0.06,1,0.06,0.01
NUV304,9,220.585,9,3,Empresas,TRACTOMULA,0.5,6,0.33,0.07
NUV354,1,29.295,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NUV386,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NUV389,2,65.44,2,2,Terceros,TRACTOMULA,0.11,2,0.11,0.01
NUV407,2,7.821,2,2,Empresas,TURBO,0.11,2,0.11,0.01
NUV478,10,116.773,10,1,Empresas,TRACTOMULA,0.56,9,0.5,0.07
NUV613,1,4.0,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
NUV789,1,4.038,1,1,Terceros,TURBO,0.06,1,0.06,0.01
NUW749,12,384.565,12,6,Terceros,TRACTOMULA,0.67,8,0.44,0.09
NUW782,8,126.614,8,5,Empresas,DOBLETROQUE,0.45,7,0.39,0.06
NUW984,1,3.48,1,1,Empresas,TURBO,0.06,1,0.06,0.01
NUX056,1,23.843,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NUX064,1,5.0,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
NUX174,11,352.395,11,8,Empresas,TRACTOMULA,0.61,9,0.5,0.08
NUX418,2,65.89699999999999,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
NUX470,3,44.914,3,3,Terceros,CUATROMANOS,0.17,3,0.17,0.02
NUX777,1,32.386,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NUX873,2,4.525,2,1,Empresas,TURBO,0.11,1,0.06,0.01
NUX900,1,30.06,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NUX903,3,76.27199999999999,3,2,Empresas,TRACTOMULA,0.17,2,0.11,0.02
NUX944,3,9.969999999999999,3,3,Empresas,TURBO,0.17,3,0.17,0.02
NUY353,2,59.075,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
NUY424,1,30.06,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NUY688,2,66.0,2,2,Terceros,TRACTOMULA,0.11,2,0.11,0.01
NUY707,2,7.811999999999999,2,2,Empresas,TURBO,0.11,1,0.06,0.01
NUY712,1,6.249,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
NUY722,1,3.753,1,1,Empresas,TURBO,0.06,1,0.06,0.01
NUY865,1,13.879,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NUY866,5,59.185,5,2,Empresas,TRACTOMULA,0.28,5,0.28,0.04
NUY958,2,6.803,2,2,Empresas,TURBO,0.11,2,0.11,0.01
NUY961,1,12.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NUY981,3,41.0,3,2,Terceros,TRACTOMULA,0.17,1,0.06,0.02
NUZ080,2,2.9530000000000003,2,1,Terceros,CAMIONETA,0.11,1,0.06,0.01
NUZ089,1,16.466,1,1,Empresas,DOBLETROQUE,0.06,1,0.06,0.01
NUZ124,2,7.654,2,2,Empresas,TURBO,0.11,2,0.11,0.01
NUZ149,1,3.166,1,1,Empresas,TURBO,0.06,1,0.06,0.01
NUZ182,1,3.217,1,1,Empresas,TURBO,0.06,1,0.06,0.01
NXR008,1,8.552,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
NXY871,37,1162.501,37,19,Terceros,TRACTOMULA,2.07,12,0.67,0.27
NXY896,1,17.412,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
NYP223,2,11.982,2,2,Empresas,SENCILLO,0.11,2,0.11,0.01
OAI363,8,244.854,8,7,Terceros,TRACTOMULA,0.45,5,0.28,0.06
OJF439,10,77.234,7,10,Terceros,SENCILLO,0.56,2,0.11,0.07
ONH381,1,7.164,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
OYF280,1,16.427,1,1,Terceros,DOBLETROQUE,0.06,1,0.06,0.01
PAQ001,1,1.13,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PEN130,2,16.472,2,1,Empresas,TRACTOMULA,0.11,1,0.06,0.01
PIB011,1,9.12,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
PKA887,14,118.411,14,6,Terceros,SENCILLO,0.78,3,0.17,0.1
PKK478,1,33.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PKK649,30,40.592,28,8,Terceros,CAMIONETA,1.68,4,0.22,0.22
PKK693,2,27.968,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
PKK696,1,1.654,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
PMT533,1,9.22,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
PMT547,8,32.363,8,5,Terceros,TURBO,0.45,5,0.28,0.06
PMT949,16,478.733,16,11,Terceros,TRACTOMULA,0.89,7,0.39,0.12
PMU993,1,3.038,1,1,Terceros,TURBO,0.06,1,0.06,0.01
PMV017,2,36.635999999999996,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
PMV024,1,4.299,1,1,Empresas,TURBO,0.06,1,0.06,0.01
PMV111,1,4.216,1,1,Empresas,TURBO,0.06,1,0.06,0.01
PMV330,1,3.7009999999999996,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
PMV407,288,317.622,259,7,Terceros,CAMIONETA,16.09,15,0.83,1.5
PMV413,5,12.216999999999999,5,4,Empresas,TURBO,0.28,5,0.28,0.04
PMV431,1,3.22,1,1,Empresas,TURBO,0.06,1,0.06,0.01
PMV675,2,5.757,2,2,Terceros,TURBO,0.11,2,0.11,0.01
PMV866,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PMV881,1,33.7,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PMW232,1,30.148999999999997,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PMW235,2,60.274,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
PMW506,1,17.75,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PMW596,6,182.352,6,6,Empresas,TRACTOMULA,0.34,5,0.28,0.05
PMW625,2,22.983,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
PMX006,6,25.086,6,4,Terceros,SENCILLO,0.34,5,0.28,0.05
PMX018,1,0.424,1,1,Empresas,TURBO,0.06,1,0.06,0.01
PMX304,13,45.239,13,8,Terceros,TURBO,0.73,5,0.28,0.1
PMX552,43,59.402,39,6,Terceros,TURBO,2.4,4,0.22,0.32
PMX681,1,3.0,1,1,Empresas,TURBO,0.06,1,0.06,0.01
PMX695,3,11.383,3,3,Terceros,TURBO,0.17,2,0.11,0.02
POP014,1,4.0,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
POP106,1,4.054,1,1,Empresas,TURBO,0.06,1,0.06,0.01
POZ668,1,32.967,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
POZ707,1,32.4,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
POZ825,1,33.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
POZ867,6,174.5,6,5,Empresas,TRACTOMULA,0.34,3,0.17,0.05
POZ880,1,33.278000000000006,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PPK020,3,55.334999999999994,3,3,Empresas,TRACTOMULA,0.17,3,0.17,0.02
PPK021,6,187.08599999999998,6,6,Terceros,TRACTOMULA,0.34,4,0.22,0.05
PPK033,1,16.459,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PPK113,3,11.548,3,3,Terceros,TURBO,0.17,2,0.11,0.02
PPK171,2,61.628,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
PPK250,1,32.066,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PPK359,1,16.716,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PPK441,1,17.315,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PPK446,2,45.653,2,2,Terceros,TRACTOMULA,0.11,1,0.06,0.01
PPK500,1,4.492,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
PPK522,3,72.843,3,1,Empresas,TRACTOMULA,0.17,3,0.17,0.02
PPQ659,1,1.794,1,1,Empresas,TURBO,0.06,1,0.06,0.01
PQU190,2,1.1239999999999999,2,2,Empresas,TURBO,0.11,1,0.06,0.01
PRY908,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PRY957,2,5.425,2,2,Empresas,TURBO,0.11,2,0.11,0.01
PRZ140,2,65.11599999999999,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
PRZ169,59,1768.815,58,29,Terceros,TRACTOMULA,3.3,11,0.61,0.44
PRZ400,22,69.40899999999999,21,18,Terceros,TURBO,1.23,8,0.44,0.16
PRZ549,1,0.532,1,1,Empresas,TURBO,0.06,1,0.06,0.01
PRZ829,20,123.744,14,9,Terceros,TURBO,1.12,3,0.17,0.15
PSX113,19,584.442,19,13,Empresas,TRACTOMULA,1.06,9,0.5,0.14
PSX351,1,30.547,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
PSX577,5,9.081,5,3,Terceros,TURBO,0.28,2,0.11,0.04
PSX771,1,2.049,1,1,Terceros,TURBO,0.06,1,0.06,0.01
PSX804,1,3.964,1,1,Empresas,TURBO,0.06,1,0.06,0.01
PSX899,1,4.05,1,1,Empresas,TURBO,0.06,1,0.06,0.01
PSY444,1,21.96,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PSY603,2,6.183,2,2,Empresas,TURBO,0.11,2,0.11,0.01
PSY640,2,68.0,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
PSY653,5,170.0,5,4,Empresas,TRACTOMULA,0.28,3,0.17,0.04
PUM304,1,27.606,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PUN431,19,71.759,19,7,Terceros,TURBO,1.06,7,0.39,0.14
PUN432,16,58.802,16,7,Terceros,TURBO,0.89,8,0.44,0.12
PUN669,1,3.6,1,1,Empresas,TURBO,0.06,1,0.06,0.01
PUP047,8,225.52599999999998,8,7,Terceros,TRACTOMULA,0.45,2,0.11,0.06
PVB265,23,154.822,22,12,Terceros,SENCILLO,1.28,5,0.28,0.17
PVS750,1,0.9359999999999999,1,1,Empresas,TURBO,0.06,1,0.06,0.01
PWK535,2,7.0280000000000005,2,2,Empresas,TURBO,0.11,2,0.11,0.01
PWK998,18,102.506,16,9,Terceros,TURBO,1.01,2,0.11,0.13
PXK077,1,4.241,1,1,Terceros,TURBO,0.06,1,0.06,0.01
PXK088,2,14.15,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
PXK502,2,37.586,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
PXK551,16,418.251,14,12,Terceros,TRACTOMULA,0.89,5,0.28,0.12
PXK554,1,12.899,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
PXL022,9,31.431,9,6,Terceros,TURBO,0.5,4,0.22,0.07
PXL223,3,11.656,3,3,Terceros,TURBO,0.17,2,0.11,0.02
PXL241,1,2.823,1,1,Empresas,TURBO,0.06,1,0.06,0.01
QAE063,1,5.531000000000001,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
QGO598,2,15.431000000000001,2,2,Empresas,SENCILLO,0.11,2,0.11,0.01
QIS000,2,16.230999999999998,2,2,Empresas,SENCILLO,0.11,2,0.11,0.01
QIS579,1,0.616,1,1,Terceros,CAMIONETA,0.06,1,0.06,0.01
QIS609,1,4.291,1,1,Empresas,TURBO,0.06,1,0.06,0.01
QIS862,1,1.404,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
QIZ430,2,8.481,2,2,Terceros,TURBO,0.11,1,0.06,0.01
QIZ531,7,19.663,7,7,Terceros,TURBO,0.39,2,0.11,0.05
QJK466,1,3.3,1,1,Empresas,TURBO,0.06,1,0.06,0.01
QJK610,1,13.096,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
QJK663,1,4.0,1,1,Empresas,TURBO,0.06,1,0.06,0.01
QJK846,16,439.696,14,12,Terceros,TRACTOMULA,0.89,7,0.39,0.12
QJK873,2,55.152,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
QJK882,17,477.687,17,16,Terceros,TRACTOMULA,0.95,6,0.33,0.13
QJL028,2,23.918999999999997,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
QJL049,3,52.912,3,1,Empresas,TRACTOMULA,0.17,3,0.17,0.02
QJL106,11,27.25,11,10,Terceros,TURBO,0.61,5,0.28,0.08
QJL198,2,49.955,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
QJL251,35,746.677,27,12,Terceros,TRACTOMULA,1.95,7,0.39,0.26
QJL664,7,15.53,7,6,Terceros,TURBO,0.39,2,0.11,0.05
QJL665,1,1.447,1,1,Terceros,CAMIONETA,0.06,1,0.06,0.01
QJL697,9,158.933,9,3,Empresas,TRACTOMULA,0.5,5,0.28,0.07
QJL726,25,523.668,21,18,Terceros,TRACTOMULA,1.4,5,0.28,0.19
QJL801,35,1109.942,35,12,Terceros,TRACTOMULA,1.95,5,0.28,0.26
QJL802,1,32.327,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
QJL877,2,54.0,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
QJL918,7,23.114,7,6,Terceros,TURBO,0.39,4,0.22,0.05
QJL987,1,27.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
QJN516,2,69.0,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
QJN542,2,17.981,2,2,Empresas,SENCILLO,0.11,2,0.11,0.01
QJN588,1,33.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
QJN624,1,7.602,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
QJX074,1,2.356,1,1,Empresas,TURBO,0.06,1,0.06,0.01
QJX312,1,0.433,1,1,Terceros,TURBO,0.06,1,0.06,0.01
QJX336,1,5.45,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
QJY037,3,10.26,3,3,Terceros,TURBO,0.17,1,0.06,0.02
QJY301,5,17.999000000000002,5,5,Terceros,TURBO,0.28,4,0.22,0.04
QJY359,209,290.157,124,16,Terceros,TURBO,11.67,7,0.39,1.5
QJY468,2,7.323,2,2,Terceros,TURBO,0.11,1,0.06,0.01
QJY785,2,6.2,2,1,Empresas,TURBO,0.11,2,0.11,0.01
QJY836,2,26.836,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
QJZ087,2,32.796,2,1,Empresas,DOBLETROQUE,0.11,1,0.06,0.01
QJZ164,2,6.615,2,2,Terceros,TURBO,0.11,1,0.06,0.01
QJZ186,1,2.074,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
QJZ387,3,45.0,3,2,Terceros,TRACTOMULA,0.17,2,0.11,0.02
QJZ508,1,28.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
QJZ660,1,12.124,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
QJZ932,1,9.947,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
QJZ945,1,2.42,1,1,Empresas,TURBO,0.06,1,0.06,0.01
QLP770,14,39.086,13,4,Empresas,TURBO,0.78,3,0.17,0.1
QLQ931,2,32.43,1,1,Empresas,TRACTOMULA,0.11,1,0.06,0.01
QLQ994,1,31.488999999999997,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
QOL274,17,17.525000000000002,14,6,Terceros,CAMIONETA,0.95,2,0.11,0.13
QOM482,1,0.694,1,1,Empresas,TURBO,0.06,1,0.06,0.01
QOM514,2,25.056,2,1,Empresas,TRACTOMULA,0.11,1,0.06,0.01
QON118,1,2.0,1,1,Empresas,TURBO,0.06,1,0.06,0.01
QON558,3,5.351,3,2,Terceros,TURBO,0.17,2,0.11,0.02
QON927,1,2.41,1,1,Empresas,TURBO,0.06,1,0.06,0.01
QOO585,4,13.904,4,4,Empresas,TURBO,0.22,2,0.11,0.03
QOO825,2,52.0,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
QOP162,2,31.41,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
QOR003,1,29.48,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
QPO504,1,20.485,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
QTY860,2,15.314,2,2,Terceros,SENCILLO,0.11,2,0.11,0.01
QTZ001,1,14.881,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
QUP636,260,2326.785,244,28,Terceros,SENCILLO,14.52,18,1.0,1.5
RCG757,15,118.324,15,13,Terceros,SENCILLO,0.84,3,0.17,0.11
SAK008,2,32.275999999999996,2,2,Empresas,DOBLETROQUE,0.11,1,0.06,0.01
SAK011,3,48.046,3,2,Empresas,DOBLETROQUE,0.17,2,0.11,0.02
SAK014,22,333.238,22,15,Terceros,DOBLETROQUE,1.23,10,0.56,0.16
SAK017,32,515.6129999999999,31,20,Terceros,DOBLETROQUE,1.79,14,0.78,0.24
SAK031,142,2221.858,138,65,Terceros,DOBLETROQUE,7.93,18,1.0,1.05
SAK042,51,764.341,50,26,Terceros,DOBLETROQUE,2.85,18,1.0,0.38
SAK144,272,2339.324,255,12,Terceros,SENCILLO,15.19,16,0.89,1.5
SAK192,2,12.596,2,2,Empresas,SENCILLO,0.11,1,0.06,0.01
SAK200,58,892.915,58,31,Terceros,DOBLETROQUE,3.24,16,0.89,0.43
SAK206,28,448.248,28,19,Terceros,DOBLETROQUE,1.56,7,0.39,0.21
SAK207,7,111.548,7,4,Terceros,DOBLETROQUE,0.39,3,0.17,0.05
