corredor,viajes,toneladas,ton_prom,cv_mensual_%,tendencia_mes,crecimiento_%
YUMBO -> GUACHENE,8,71.0,8.875,138.5,0.06,243.0
SOGAMOSO -> CARTAGENA,8,98.957,12.369625,138.5,-0.01,-40.5
SONSON -> SUAZA,8,272.0,34.0,221.3,-0.09,-364.5
ENVIGADO -> TURBO,8,49.053,6.131625,138.5,0.06,243.0
CALDAS -> TURBO,8,179.93,22.49125,176.4,0.1,405.0
BOGOTA D.C. -> CHIQUINQUIRA,8,34.5,4.3125,138.5,0.04,162.0
SABANETA -> BARRANQUILLA,8,34.581,4.322625,138.5,-0.05,-202.5
MALAMBO -> SOLEDAD,8,62.573,7.821625,207.4,0.1,405.0
SABANAGRANDE -> SABANAGRANDE,8,92.288,11.536,192.5,0.01,40.5
SOPO -> MONTENEGRO,8,110.515,13.814375,234.4,0.01,40.5
COTA -> TOCANCIPA,8,82.857,10.357125,221.3,0.07,283.5
GIRARDOTA -> LORICA,8,30.196,3.7745,158.6,0.02,81.0
LA TEBAIDA -> LA ESTRELLA,8,99.0,12.375,158.6,0.05,202.5
GIRARDOTA -> PUERTO TEJADA,8,51.261,6.407625,207.4,-0.08,-324.0
GIRARDOTA -> PIEDECUESTA,8,58.843,7.355375,158.6,0.04,162.0
BARRANQUILLA -> CALDAS,8,38.1,4.7625,138.5,0.05,202.5
SESQUILE -> MEDELLIN,8,160.369,20.046125,192.5,0.03,121.5
GIRARDOTA -> FLORIDABLANCA,8,88.672,11.084,138.5,-0.05,-202.5
GIRARDOTA -> EL CARMEN DE VIBORAL,8,35.484,4.4355,158.6,-0.05,-202.5
MADRID -> SAN PEDRO,8,57.502,7.18775,138.5,0.06,243.0
SOACHA -> ESPINAL,8,83.241,10.405125,192.5,0.06,243.0
PUERTO TEJADA -> SANTA ROSA DE CABAL,7,65.225,9.317857142857141,156.3,0.04,185.1
COTA -> MADRID,7,84.312,12.044571428571428,218.5,0.05,231.4
SOPO -> CIRCASIA,7,74.443,10.634714285714285,266.6,-0.03,-138.9
YUMBO -> ARMENIA,7,56.492,8.070285714285713,156.3,0.08,370.3
GIRARDOTA -> MALAGA,7,43.251,6.178714285714285,199.9,0.07,324.0
SONSON -> ALCALA,7,238.0,34.0,179.4,-0.08,-370.3
PALMAR DE VARELA -> PASTO,7,234.59199999999998,33.51314285714285,156.3,0.03,138.9
SOPO -> GUADALAJARA DE BUGA,7,139.77800000000002,19.968285714285717,218.5,-0.02,-92.6
MEDELLIN -> EL CARMEN DE BOLIVAR,7,33.583,4.797571428571429,218.5,0.05,231.4
YUMBO -> FLORIDA,7,27.435,3.919285714285714,129.0,0.0,0.0
RIONEGRO -> EL CARMEN DE VIBORAL,7,32.619,4.659857142857143,129.0,0.01,46.3
COTA -> GIRARDOT,7,74.312,10.616,156.3,0.03,138.9
BOGOTA D.C. -> CAQUEZA,7,84.0,12.0,179.4,-0.03,-138.9
PUERTO TEJADA -> SANTANDER DE QUILICHAO,7,65.0,9.285714285714286,156.3,0.02,92.6
PUERTO TEJADA -> RIONEGRO,7,231.0,33.0,179.4,0.09,416.6
MADRID -> ALBAN,7,23.561,3.3658571428571427,365.1,0.03,138.9
GIRARDOTA -> LA UNION,7,11.684999999999999,1.669285714285714,179.4,-0.03,-138.9
MADRID -> MALAGA,7,75.488,10.784,129.0,0.01,46.3
COTA -> LA VEGA,7,59.356,8.479428571428572,199.9,0.03,138.9
RIONEGRO -> CAUCASIA,7,193.138,27.59114285714286,179.4,0.03,138.9
MADRID -> CALDAS,7,69.075,9.867857142857144,156.3,-0.01,-46.3
SOPO -> GRANADA,7,194.947,27.84957142857143,199.9,-0.05,-231.4
YUMBO -> CARTAGO,7,97.315,13.902142857142858,179.4,0.08,370.3
MEDELLIN -> ITAGUI,7,31.596,4.513714285714285,179.4,0.04,185.1
MEDELLIN -> GUARNE,7,30.784,4.397714285714286,218.5,0.04,185.1
SONSON -> LIBANO,7,238.0,34.0,199.9,-0.04,-185.1
MANIZALES -> FUNZA,7,22.3,3.185714285714286,156.3,0.01,46.3
SONSON -> CUCUTA,7,237.8,33.971428571428575,179.4,-0.0,-0.0
SABANETA -> CALI,7,33.984,4.854857142857143,156.3,-0.03,-138.9
MALAMBO -> MEDELLIN,7,233.036,33.29085714285714,179.4,0.05,231.4
SONSON -> EL ZULIA,7,238.0,34.0,218.5,-0.02,-92.6
ENVIGADO -> AGUACHICA,7,30.964,4.4234285714285715,199.9,0.1,462.9
PALMAR DE VARELA -> COTA,7,231.0,33.0,199.9,0.06,277.7
SABANAGRANDE -> CHIBOLO,7,28.872,4.1245714285714286,129.0,-0.02,-92.6
SOPO -> LA MESA,7,40.866,5.838,156.3,0.04,185.1
SOPO -> SANTA FE DE ANTIOQUIA,7,68.391,9.770142857142858,179.4,-0.08,-370.3
MIRANDA -> COTA,7,238.0,34.0,251.6,0.03,138.9
ENVIGADO -> SAN GIL,7,44.943000000000005,6.420428571428572,179.4,0.08,370.3
MEDELLIN -> CALDAS,7,35.381,5.054428571428572,179.4,-0.02,-92.6
BUGALAGRANDE -> SABANETA,7,238.0,34.0,199.9,-0.03,-138.9
MALAMBO -> MARIA LA BAJA,7,59.261,8.465857142857143,129.0,0.06,277.7
SOPO -> MELGAR,7,73.459,10.494142857142858,179.4,-0.05,-231.4
SOACHA -> PIEDECUESTA,7,99.6,14.228571428571428,156.3,-0.04,-185.1
YUMBO -> GUACARI,6,46.5,7.75,178.2,0.06,324.0
ENVIGADO -> VILLAVICENCIO,6,130.978,21.829666666666668,205.8,-0.06,-324.0
PALMAR DE VARELA -> NEIVA,6,198.0,33.0,230.1,0.09,486.0
SOPO -> LA TEBAIDA,6,65.178,10.863,230.1,-0.01,-54.0
SONSON -> SOACHA,6,204.0,34.0,178.2,0.01,54.0
SOPO -> LA UNION,6,108.036,18.006,145.5,-0.01,-54.0
PUERTO TEJADA -> ZIPAQUIRA,6,189.248,31.54133333333333,145.5,0.04,216.0
SESQUILE -> ARMENIA,6,90.868,15.144666666666666,252.1,0.06,324.0
CALI -> CALDAS,6,25.799999999999997,4.3,205.8,0.0,0.0
ENVIGADO -> CARTAGO,6,54.461,9.076833333333333,145.5,-0.01,-54.0
SOPO -> FONSECA,6,191.327,31.887833333333333,178.2,0.02,108.0
BARRANQUILLA -> YUMBO,6,198.0,33.0,252.1,0.1,540.0
COTA -> MOSQUERA,6,47.306,7.884333333333333,252.1,0.08,432.0
COTA -> MEDELLIN,6,186.0,31.0,252.1,0.06,324.0
SOPO -> COVEÑAS,6,86.60499999999999,14.434166666666664,230.1,0.04,216.0
BOGOTA D.C. -> LA CALERA,6,39.5,6.583333333333333,252.1,-0.03,-162.0
CALDAS -> MALAMBO,6,24.447,4.0745,145.5,0.05,270.0
SABANETA -> GUARNE,6,153.263,25.543833333333335,145.5,-0.02,-108.0
BUCARAMANGA -> PUERTO PARRA,6,55.453,9.242166666666668,230.1,0.08,432.0
ENVIGADO -> CAJICA,6,32.036,5.339333333333333,252.1,0.07,378.0
SABANETA -> MOCOA,6,199.0,33.166666666666664,205.8,-0.0,-0.0
SOACHA -> ITAGUI,6,199.0,33.166666666666664,178.2,0.04,216.0
GIRARDOTA -> SANTA ROSA DE CABAL,6,26.201999999999998,4.367,145.5,-0.01,-54.0
SABANETA -> SOPETRAN,6,59.5,9.916666666666666,145.5,0.04,216.0
BOGOTA D.C. -> TENJO,6,31.5,5.25,178.2,-0.02,-108.0
SONSON -> GUARNE,6,204.0,34.0,205.8,0.0,0.0
SABANAGRANDE -> VILLANUEVA,6,60.473,10.078833333333334,230.1,0.02,108.0
SONSON -> GUAMO,6,204.0,34.0,145.5,-0.03,-162.0
SABANAGRANDE -> RIONEGRO,6,61.472,10.245333333333333,205.8,0.05,270.0
GIRARDOTA -> AGUACHICA,6,26.288,4.381333333333333,230.1,0.08,432.0
ENVIGADO -> GUARNE,6,31.909,5.3181666666666665,205.8,-0.04,-216.0
ENVIGADO -> FLORENCIA,6,176.0,29.333333333333332,205.8,-0.09,-486.0
ENVIGADO -> RETIRO,6,33.851,5.6418333333333335,178.2,-0.04,-216.0
SONSON -> ACACIAS,6,204.0,34.0,230.1,0.01,54.0
MADRID -> QUIBDO,6,173.984,28.997333333333334,178.2,0.01,54.0
LA TEBAIDA -> BOGOTA D.C.,6,54.0,9.0,145.5,0.05,270.0
SABANETA -> LIBORINA,6,114.5,19.083333333333332,252.1,0.1,540.0
SESQUILE -> PEREIRA,6,90.83,15.138333333333334,178.2,0.07,378.0
SOPO -> PUERTO ASIS,6,190.673,31.778833333333335,145.5,-0.02,-108.0
BUENAVENTURA -> BARRANQUILLA,6,166.0,27.666666666666668,178.2,0.02,108.0
SOACHA -> RESTREPO,6,95.625,15.9375,178.2,-0.03,-162.0
CALDAS -> SANTA MARTA,6,32.221000000000004,5.370166666666667,178.2,0.01,54.0
RIONEGRO -> SANTA FE DE ANTIOQUIA,6,37.683,6.2805,145.5,0.03,162.0
YUMBO -> LA CUMBRE,6,31.5,5.25,252.1,0.09,486.0
SOGAMOSO -> SOPO,5,81.411,16.2822,206.8,0.04,259.2
SONSON -> CALI,5,169.8,33.96,206.8,-0.03,-194.4
MADRID -> TURBO,5,145.663,29.132600000000004,165.9,-0.01,-64.8
GIRARDOTA -> GIRARDOT,5,49.714,9.9428,165.9,-0.02,-129.6
GIRARDOTA -> VILLA DE LEYVA,5,44.306,8.8612,206.8,-0.04,-259.2
SONSON -> CARMEN DE APICALA,5,170.0,34.0,165.9,-0.05,-324.0
GIRARDOTA -> SANTIAGO DE TOLU,5,21.717,4.3434,206.8,-0.01,-64.8
GIRARDOTA -> LA MESA,5,46.948,9.3896,206.8,-0.04,-259.2
BUENAVENTURA -> GUARNE,5,165.0,33.0,240.9,0.07,453.6
LA TEBAIDA -> PALMIRA,5,106.7,21.34,240.9,0.08,518.4
SOACHA -> SAN JOSE DEL GUAVIARE,5,139.494,27.8988,165.9,0.04,259.2
MADRID -> RIOHACHA,5,125.105,25.021,270.7,0.01,64.8
SABANETA -> PUERTO GAITAN,5,46.292,9.2584,297.5,0.06,388.8
BOGOTA D.C. -> VALLEDUPAR,5,87.67699999999999,17.5354,165.9,0.05,324.0
LA TEBAIDA -> CALI,5,46.277,9.2554,240.9,0.06,388.8
BUENAVENTURA -> IBAGUE,5,110.0,22.0,240.9,-0.01,-64.8
BARRANQUILLA -> VALLEDUPAR,5,48.685,9.737,240.9,0.05,324.0
BOGOTA D.C. -> ARMENIA,5,83.23599999999999,16.647199999999998,165.9,0.02,129.6
BOGOTA D.C. -> TENA,5,24.0,4.8,206.8,-0.02,-129.6
RIONEGRO -> SAN CARLOS,5,23.641,4.728199999999999,206.8,0.06,388.8
MADRID -> NOBSA,5,41.252,8.2504,165.9,-0.01,-64.8
SABANETA -> MONTENEGRO,5,71.477,14.2954,240.9,-0.04,-259.2
MADRID -> SANTA ROSA DE CABAL,5,58.498000000000005,11.6996,206.8,-0.04,-259.2
ITAGUI -> MADRID,5,67.367,13.473400000000002,240.9,-0.02,-129.6
SOGAMOSO -> BUENAVENTURA,5,68.41499999999999,13.682999999999998,165.9,-0.02,-129.6
COTA -> SABANETA,5,168.0,33.6,165.9,0.03,194.4
RIONEGRO -> SAN VICENTE,5,18.465,3.693,165.9,-0.04,-259.2
SABANAGRANDE -> CIENAGA,5,45.888,9.1776,165.9,0.03,194.4
NOBSA -> YUMBO,5,168.0,33.6,165.9,0.03,194.4
NOBSA -> BARRANQUILLA,5,167.0,33.4,206.8,0.01,64.8
MIRANDA -> FUNZA,5,170.0,34.0,240.9,0.02,129.6
SONSON -> GIRON,5,169.8,33.96,240.9,0.0,0.0
SABANETA -> BARRANCABERMEJA,5,139.735,27.947000000000003,165.9,-0.04,-259.2
MEDELLIN -> RETIRO,5,27.044,5.4088,270.7,0.04,259.2
MALAMBO -> SINCELEJO,5,56.312,11.2624,206.8,0.08,518.4
SONSON -> COTA,5,170.0,34.0,270.7,-0.0,-0.0
PALMAR DE VARELA -> MARINILLA,5,165.0,33.0,270.7,0.08,518.4
SABANAGRANDE -> GIRARDOTA,5,32.048,6.4096,165.9,-0.0,-0.0
SABANAGRANDE -> MARIA LA BAJA,5,21.87,4.3740000000000006,206.8,0.04,259.2
ENVIGADO -> PASTO,5,35.236000000000004,7.047200000000001,165.9,-0.02,-129.6
ENVIGADO -> PEREIRA,5,39.822,7.9644,206.8,-0.0,-0.0
ENVIGADO -> ARMENIA,5,36.184,7.2368,206.8,-0.04,-259.2
SONSON -> TURBO,5,170.0,34.0,270.7,0.01,64.8
SONSON -> VENADILLO,5,170.0,34.0,165.9,-0.04,-259.2
SONSON -> VILLAVICENCIO,5,170.0,34.0,270.7,-0.0,-0.0
YUMBO -> MOCOA,5,168.0,33.6,206.8,0.04,259.2
PUERTO TEJADA -> GALAPA,5,166.0,33.2,206.8,0.03,194.4
SOPO -> VALLE DEL GUAMUEZ,5,162.373,32.474599999999995,165.9,-0.0,-0.0
SONSON -> ROLDANILLO,5,170.0,34.0,206.8,-0.01,-64.8
MEDELLIN -> RIONEGRO,5,23.436,4.6872,270.7,0.04,259.2
NOBSA -> MARINILLA,5,168.0,33.6,270.7,0.01,64.8
BUCARAMANGA -> AGUACHICA,5,55.146,11.0292,206.8,0.05,324.0
CALI -> GUADALAJARA DE BUGA,5,23.97,4.794,240.9,0.07,453.6
MADRID -> COGUA,5,17.71,3.5420000000000003,206.8,0.0,0.0
BOGOTA D.C. -> CHOACHI,5,32.5,6.5,206.8,-0.01,-64.8
MADRID -> GACHANCIPA,5,15.495999999999999,3.0991999999999997,165.9,0.01,64.8
BOGOTA D.C. -> CHAPARRAL,5,34.5,6.9,165.9,0.04,259.2
PUERTO TEJADA -> YUMBO,5,42.207,8.4414,165.9,0.03,194.4
RIONEGRO -> ANDES,5,20.839,4.1678,206.8,0.0,0.0
YUMBO -> ZARZAL,5,43.142,8.628400000000001,240.9,-0.01,-64.8
BOGOTA D.C. -> CARTAGENA,5,122.076,24.4152,165.9,-0.03,-194.4
BOGOTA D.C. -> CUCUTA,4,78.612,19.653,192.5,-0.02,-162.0
BOGOTA D.C. -> EL COLEGIO,4,26.0,6.5,291.0,-0.01,-81.0
MADRID -> CAUCASIA,4,127.88,31.97,246.7,0.04,324.0
SANTA MARTA -> ZONA BANANERA,4,16.1,4.025,246.7,0.06,486.0
SABANETA -> VALLEDUPAR,4,14.486,3.6215,192.5,0.04,324.0
SABANETA -> TITIRIBI,4,37.5,9.375,246.7,0.01,81.0
SABANETA -> SANTO DOMINGO,4,38.0,9.5,192.5,-0.02,-162.0
SABANETA -> SAN JOSE DE LA MONTAÑA,4,34.45,8.6125,246.7,0.04,324.0
BUCARAMANGA -> CHINACOTA,4,35.86,8.965,291.0,0.05,405.0
SOPO -> GUASCA,4,38.0,9.5,246.7,0.06,486.0
SOPO -> GACHANCIPA,4,32.291,8.07275,246.7,-0.01,-81.0
YUMBO -> DAGUA,4,37.5,9.375,246.7,0.06,486.0
CALDAS -> PEREIRA,4,12.971,3.24275,246.7,-0.01,-81.0
SOPO -> TABIO,4,30.1,7.525,246.7,0.04,324.0
PUERTO TEJADA -> CARTAGO,4,36.299,9.07475,246.7,0.02,162.0
PALMAR DE VARELA -> SABANETA,4,133.0,33.25,192.5,0.01,81.0
MEDELLIN -> SABANETA,4,19.441000000000003,4.860250000000001,329.4,0.01,81.0
ENVIGADO -> FUNZA,4,24.483999999999998,6.1209999999999996,192.5,-0.01,-81.0
SONSON -> SEVILLA,4,136.0,34.0,192.5,-0.03,-243.0
ENVIGADO -> ZIPAQUIRA,4,40.554,10.1385,329.4,-0.06,-486.0
ENVIGADO -> SOGAMOSO,4,34.076,8.519,246.7,-0.06,-486.0
MEDELLIN -> LIBORINA,4,24.043,6.01075,246.7,0.02,162.0
MEDELLIN -> GIRARDOTA,4,20.96,5.24,192.5,0.03,243.0
NOBSA -> BUCARAMANGA,4,108.0,27.0,424.3,0.0,0.0
NOBSA -> FUNZA,4,136.0,34.0,246.7,-0.05,-405.0
SOPO -> NECOCLI,4,74.155,18.53875,246.7,0.04,324.0
GIRARDOTA -> AMAGA,4,17.985,4.49625,329.4,-0.07,-567.0
SONSON -> MADRID,4,136.0,34.0,246.7,0.0,0.0
SONSON -> LERIDA,4,136.0,34.0,246.7,-0.01,-81.0
SONSON -> GUADALAJARA DE BUGA,4,136.0,34.0,192.5,0.02,162.0
MALAMBO -> VILLAVICENCIO,4,131.0,32.75,246.7,0.01,81.0
ENVIGADO -> ACACIAS,4,82.117,20.52925,329.4,-0.06,-486.0
SABANAGRANDE -> PLATO,4,17.407,4.35175,192.5,0.01,81.0
PALMAR DE VARELA -> DOSQUEBRADAS,4,132.0,33.0,246.7,0.05,405.0
SOPO -> COGUA,4,38.0,9.5,246.7,-0.03,-243.0
COTA -> TENJO,4,41.159,10.28975,246.7,0.03,243.0
COTA -> TUNJA,4,49.603,12.40075,246.7,0.04,324.0
SOACHA -> PUERTO BOYACA,4,80.37,20.0925,192.5,0.05,405.0
SOGAMOSO -> GIRARDOTA,4,72.69200000000001,18.173000000000002,246.7,0.04,324.0
GIRARDOTA -> OCAÑA,4,27.292,6.823,246.7,0.05,405.0
GIRARDOTA -> FACATATIVA,4,34.225,8.55625,192.5,0.03,243.0
SONSON -> BARRANCABERMEJA,4,136.0,34.0,246.7,0.0,0.0
SABANETA -> MARINILLA,4,34.176,8.544,192.5,-0.02,-162.0
SABANETA -> IBAGUE,4,39.688,9.922,246.7,0.02,162.0
SABANETA -> ESPINAL,4,11.264000000000001,2.8160000000000003,192.5,-0.03,-243.0
CALDAS -> CHINCHINA,4,14.439,3.60975,329.4,-0.02,-162.0
ITAGUI -> SOACHA,4,105.0,26.25,246.7,-0.01,-81.0
IBAGUE -> IBAGUE,4,41.2,10.3,246.7,0.0,0.0
MADRID -> ANAPOIMA,4,18.198,4.5495,246.7,0.02,162.0
BUCARAMANGA -> SABANA DE TORRES,4,26.575,6.64375,246.7,0.04,324.0
SABANETA -> POPAYAN,4,99.908,24.977,246.7,-0.04,-324.0
SABANETA -> PALMAR DE VARELA,4,20.144,5.036,192.5,0.0,0.0
LA TEBAIDA -> GIRARDOTA,4,38.0,9.5,246.7,0.03,243.0
LA TEBAIDA -> MEDELLIN,4,30.43,7.6075,246.7,0.03,243.0
SESQUILE -> MANIZALES,4,64.0,16.0,246.7,0.04,324.0
MADRID -> COPACABANA,4,42.797,10.69925,192.5,0.02,162.0
MADRID -> EL ROSAL,4,29.73,7.4325,192.5,0.01,81.0
BUENAVENTURA -> ITAGUI,4,69.009,17.25225,329.4,0.04,324.0
BUENAVENTURA -> PEREIRA,4,85.0,21.25,246.7,0.03,243.0
COTA -> FUNZA,4,56.423,14.10575,246.7,0.02,162.0
COTA -> GACHANCIPA,4,36.831,9.20775,192.5,0.02,162.0
ENVIGADO -> BUENAVENTURA,4,12.055,3.01375,246.7,-0.0,-0.0
CARTAGENA -> LA UNION,4,75.15,18.7875,329.4,-0.0,-0.0
SOPO -> CIMITARRA,4,34.369,8.59225,291.0,0.06,486.0
RIONEGRO -> PUERTO NARE,4,29.144000000000002,7.2860000000000005,246.7,-0.02,-162.0
RIONEGRO -> LA VIRGINIA,4,50.532,12.633,192.5,-0.05,-405.0
RIONEGRO -> GUARNE,4,13.218,3.3045,192.5,0.01,81.0
CALDAS -> MANIZALES,4,14.42,3.605,246.7,-0.02,-162.0
CALI -> ZIPAQUIRA,4,36.5,9.125,246.7,-0.06,-486.0
CALI -> PASTO,4,37.5,9.375,291.0,-0.06,-486.0
RIONEGRO -> EBEJICO,4,10.176,2.544,192.5,0.01,81.0
RIONEGRO -> CARTAGENA,4,5.718999999999999,1.4297499999999999,246.7,-0.03,-243.0
RIONEGRO -> CONCEPCION,4,11.607,2.90175,246.7,0.03,243.0
PUERTO TEJADA -> MALAMBO,4,125.168,31.292,291.0,0.0,0.0
BARRANQUILLA -> MAICAO,4,36.683,9.17075,192.5,0.03,243.0
BOGOTA D.C. -> SESQUILE,4,25.5,6.375,246.7,0.03,243.0
TOCANCIPA -> GIRARDOTA,4,65.075,16.26875,424.3,0.05,405.0
YUMBO -> BUGALAGRANDE,4,32.064,8.016,246.7,0.0,0.0
BUCARAMANGA -> CIMITARRA,3,25.41,8.47,230.1,0.01,108.0
PUERTO TEJADA -> NEIVA,3,27.901,9.300333333333333,308.7,0.0,0.0
PUERTO TEJADA -> MOSQUERA,3,95.234,31.744666666666664,230.1,0.01,108.0
PUERTO TEJADA -> MONTERIA,3,101.0,33.666666666666664,230.1,-0.01,-108.0
BUENAVENTURA -> CARTAGENA,3,37.259,12.419666666666666,230.1,0.03,324.0
TURBO -> MADRID,3,70.0,23.333333333333332,308.7,0.04,432.0
VILLAVICENCIO -> CUMARAL,3,18.585,6.195,424.3,0.02,216.0
BUCARAMANGA -> CUCUTA,3,24.951999999999998,8.317333333333332,230.1,-0.01,-108.0
BUCARAMANGA -> LABATECA,3,25.740000000000002,8.58,308.7,0.0,0.0
YUMBO -> PRADERA,3,12.201,4.067,230.1,-0.03,-324.0
PALMAR DE VARELA -> RIONEGRO,3,99.0,33.0,308.7,0.04,432.0
MADRID -> PAIPA,3,32.278999999999996,10.759666666666666,230.1,0.02,216.0
MADRID -> PUERTO ASIS,3,99.514,33.17133333333333,230.1,-0.01,-108.0
SABANETA -> SABANA DE TORRES,3,32.486000000000004,10.828666666666669,424.3,0.01,108.0
MADRID -> PUERTO TEJADA,3,64.957,21.65233333333333,308.7,-0.04,-432.0
SOPO -> JUNIN,3,52.0,17.333333333333332,308.7,0.01,108.0
CALDAS -> VALLEDUPAR,3,56.232,18.744,230.1,0.03,324.0
CALOTO -> BOGOTA D.C.,3,102.0,34.0,308.7,0.01,108.0
COTA -> ENVIGADO,3,101.0,33.666666666666664,308.7,0.05,540.0
SOPO -> FOMEQUE,3,15.350000000000001,5.116666666666667,308.7,0.04,432.0
SESQUILE -> CALI,3,48.0,16.0,230.1,0.05,540.0
SAN FRANCISCO -> SINCELEJO,3,0.7,0.2333333333333333,308.7,-0.02,-216.0
CALI -> DAGUA,3,12.712,4.237333333333333,230.1,0.03,324.0
SABANETA -> VILLAMARIA,3,40.692,13.564,230.1,0.03,324.0
SANTA MARTA -> MONTERIA,3,29.0,9.666666666666666,308.7,0.04,432.0
SOACHA -> TENJO,3,23.347,7.782333333333334,230.1,0.02,216.0
MADRID -> PUERTO BOYACA,3,13.49,4.496666666666667,230.1,0.04,432.0
SOACHA -> GACHANCIPA,3,21.028,7.009333333333333,230.1,0.01,108.0
SOACHA -> GRANADA,3,37.921,12.640333333333333,230.1,0.02,216.0
SOACHA -> SOCORRO,3,21.034,7.011333333333333,230.1,-0.01,-108.0
SABANETA -> OCAÑA,3,12.291,4.097,230.1,-0.03,-324.0
SABANETA -> PALMIRA,3,10.493,3.497666666666667,230.1,-0.01,-108.0
MALAMBO -> FUNDACION,3,19.887,6.6290000000000004,230.1,0.03,324.0
GIRARDOTA -> VILLAMARIA,3,18.016,6.005333333333333,230.1,0.0,0.0
SONSON -> CAJAMARCA,3,102.0,34.0,230.1,0.01,108.0
SONSON -> CHINCHINA,3,102.0,34.0,308.7,-0.01,-108.0
SONSON -> FUSAGASUGA,3,102.0,34.0,230.1,0.05,540.0
GIRARDOTA -> EL CERRITO,3,12.347999999999999,4.116,308.7,-0.01,-108.0
MADRID -> VITERBO,3,43.175,14.391666666666666,230.1,0.03,324.0
SOGAMOSO -> MAICAO,3,70.026,23.342,308.7,0.03,324.0
SOGAMOSO -> SABANETA,3,53.1,17.7,230.1,0.01,108.0
GIRARDOTA -> FONSECA,3,20.291,6.7636666666666665,308.7,-0.02,-216.0
GIRARDOTA -> GARZON,3,39.816,13.272,230.1,0.01,108.0
SONSON -> NATAGAIMA,3,102.0,34.0,308.7,-0.01,-108.0
SABANETA -> CURUMANI,3,24.294000000000004,8.098,424.3,-0.0,-0.0
SONSON -> ANAPOIMA,3,102.0,34.0,230.1,0.04,432.0
SOGAMOSO -> GALAPA,3,79.124,26.374666666666666,230.1,-0.02,-216.0
SABANETA -> AGUACHICA,3,26.046,8.682,424.3,0.02,216.0
MALAMBO -> FUSAGASUGA,3,100.0,33.333333333333336,230.1,0.02,216.0
ENVIGADO -> DOSQUEBRADAS,3,69.303,23.101,308.7,-0.05,-540.0
SABANAGRANDE -> EL CARMEN DE BOLIVAR,3,25.274,8.424666666666667,308.7,0.05,540.0
EL CERRITO -> ESPINAL,3,102.0,34.0,230.1,0.01,108.0
MEDELLIN -> SANTA FE DE ANTIOQUIA,3,12.708,4.236,308.7,0.01,108.0
RIONEGRO -> SANTUARIO,3,12.357,4.119,308.7,-0.02,-216.0
SABANAGRANDE -> AGUSTIN CODAZZI,3,17.932,5.977333333333333,230.1,0.03,324.0
SONSON -> MARINILLA,3,102.0,34.0,230.1,-0.01,-108.0
SONSON -> MOSQUERA,3,102.0,34.0,230.1,0.01,108.0
GIRARDOTA -> BARANOA,3,17.402,5.800666666666667,230.1,0.02,216.0
SONSON -> ENVIGADO,3,102.0,34.0,424.3,0.03,324.0
MALAMBO -> GALAPA,3,28.069000000000003,9.356333333333334,230.1,0.02,216.0
SONSON -> LA TEBAIDA,3,102.0,34.0,424.3,-0.0,-0.0
MEDELLIN -> LA ESTRELLA,3,16.157,5.385666666666666,230.1,0.02,216.0
MANIZALES -> MARINILLA,3,101.0,33.666666666666664,230.1,-0.02,-216.0
GIRARDOTA -> CERETE,3,39.783,13.261000000000001,424.3,-0.02,-216.0
SONSON -> ZARZAL,3,102.0,34.0,308.7,-0.01,-108.0
ENVIGADO -> MONTERIA,3,27.909,9.302999999999999,230.1,-0.02,-216.0
ENVIGADO -> GIRARDOT,3,11.315000000000001,3.771666666666667,308.7,0.02,216.0
SONSON -> RIOSUCIO,3,102.0,34.0,308.7,0.02,216.0
SONSON -> PURIFICACION,3,102.0,34.0,230.1,0.0,0.0
ENVIGADO -> MELGAR,3,25.365000000000002,8.455,230.1,-0.01,-108.0
SOPO -> EL CARMEN DE BOLIVAR,3,34.626,11.542,230.1,0.02,216.0
NOBSA -> CALI,3,100.0,33.333333333333336,230.1,0.0,0.0
SONSON -> SABANA DE TORRES,3,102.0,34.0,424.3,0.0,0.0
SONSON -> SAN PEDRO,3,102.0,34.0,308.7,0.02,216.0
PALMAR DE VARELA -> CARTAGENA,3,99.0,33.0,424.3,-0.03,-324.0
PALMAR DE VARELA -> FUNZA,3,99.0,33.0,230.1,0.03,324.0
BUCARAMANGA -> PAILITAS,3,51.323,17.107666666666667,308.7,0.01,108.0
BUCARAMANGA -> COTA,3,99.0,33.0,230.1,0.02,216.0
SOPO -> MARINILLA,3,41.251,13.750333333333332,308.7,0.03,324.0
SOPO -> MOÑITOS,3,79.22,26.406666666666666,308.7,-0.04,-432.0
PALMAR DE VARELA -> BELLO,3,98.91,32.97,230.1,0.03,324.0
YUMBO -> TUQUERRES,3,30.341,10.113666666666667,308.7,-0.01,-108.0
MADRID -> CANDELARIA,3,57.522999999999996,19.174333333333333,308.7,-0.03,-324.0
BUCARAMANGA -> MOCOA,3,99.0,33.0,230.1,0.01,108.0
SOPO -> PLANETA RICA,3,93.07300000000001,31.024333333333335,230.1,0.02,216.0
SOPO -> QUEBRADANEGRA,3,16.099,5.366333333333333,308.7,0.01,108.0
SOPO -> LA VIRGINIA,3,26.711,8.903666666666666,308.7,-0.01,-108.0
BUCARAMANGA -> MALAGA,3,34.713,11.571,424.3,0.05,540.0
SOACHA -> ANAPOIMA,3,32.594,10.864666666666666,230.1,0.03,324.0
SOACHA -> APULO,3,46.05,15.35,230.1,0.02,216.0
MADRID -> APULO,3,15.862,5.287333333333334,230.1,0.02,216.0
ITAGUI -> APARTADO,3,101.0,33.666666666666664,230.1,-0.03,-324.0
