corredor,viajes,toneladas,ton_prom,cv_mensual_%,tendencia_mes,crecimiento_%
SOACHA -> SAN GIL,1,16.402,16.402,424.3,0.02,648.0
SABANETA -> PAMPLONA,1,3.772,3.772,424.3,-0.02,-648.0
SABANETA -> PIEDECUESTA,1,1.388,1.388,424.3,-0.0,-0.0
SABANETA -> PLANETA RICA,1,31.314,31.314,424.3,-0.01,-324.0
SABANETA -> PUERTO LOPEZ,1,1.774,1.774,424.3,0.01,324.0
GIRARDOTA -> GRANADA,1,7.833,7.833,424.3,0.01,324.0
GIRARDOTA -> GUACARI,1,6.465,6.465,424.3,-0.0,-0.0
SONSON -> BOLIVAR,1,34.0,34.0,424.3,0.0,0.0
SONSON -> BOSCONIA,1,34.0,34.0,424.3,-0.01,-324.0
SONSON -> CAICEDONIA,1,34.0,34.0,424.3,-0.01,-324.0
SONSON -> CALARCA,1,34.0,34.0,424.3,-0.01,-324.0
SONSON -> CAREPA,1,34.0,34.0,424.3,-0.0,-0.0
SONSON -> CISNEROS,1,34.0,34.0,424.3,-0.02,-648.0
SOLEDAD -> CALDAS,1,4.3,4.3,424.3,-0.02,-648.0
SONSON -> AYAPEL,1,34.0,34.0,424.3,-0.0,-0.0
SONSON -> BARRANQUILLA,1,34.0,34.0,424.3,-0.0,-0.0
GIRARDOTA -> CHIQUINQUIRA,1,9.181999999999999,9.181999999999999,424.3,-0.02,-648.0
GIRARDOTA -> CIENAGA,1,4.038,4.038,424.3,0.02,648.0
GIRARDOTA -> DON MATIAS,1,9.5,9.5,424.3,-0.01,-324.0
GIRARDOTA -> EL CARMEN DE BOLIVAR,1,4.0,4.0,424.3,-0.01,-324.0
GIRARDOTA -> GALERAS,1,3.789,3.789,424.3,0.01,324.0
GIRARDOTA -> LA PLATA,1,3.8760000000000003,3.8760000000000003,424.3,0.01,324.0
GIRARDOTA -> LA VIRGINIA,1,2.937,2.937,424.3,0.01,324.0
GIRARDOTA -> LOS PATIOS,1,6.6,6.6,424.3,0.01,324.0
GIRARDOTA -> MOCOA,1,30.022,30.022,424.3,-0.02,-648.0
SOGAMOSO -> BARBOSA,1,24.558,24.558,424.3,-0.01,-324.0
SOGAMOSO -> CALDAS,1,4.399,4.399,424.3,-0.01,-324.0
SOGAMOSO -> SIBATE,1,15.869,15.869,424.3,-0.01,-324.0
SOGAMOSO -> TAUSA,1,20.0,20.0,424.3,-0.01,-324.0
GIRARDOTA -> SAN MIGUEL,1,15.21,15.21,424.3,0.01,324.0
GIRARDOTA -> SAN ROQUE,1,9.0,9.0,424.3,0.01,324.0
GIRARDOTA -> SANTA FE DE ANTIOQUIA,1,1.874,1.874,424.3,-0.01,-324.0
GIRARDOTA -> SANTANDER DE QUILICHAO,1,4.285,4.285,424.3,0.02,648.0
GIRARDOTA -> SESQUILE,1,8.714,8.714,424.3,-0.01,-324.0
GIRARDOTA -> SEVILLA,1,3.738,3.738,424.3,0.01,324.0
GIRARDOTA -> LA CALERA,1,7.768,7.768,424.3,-0.01,-324.0
GIRARDOTA -> LA CRUZ,1,32.952,32.952,424.3,-0.01,-324.0
SONSON -> DABEIBA,1,34.0,34.0,424.3,-0.0,-0.0
SONSON -> EL ROSAL,1,34.0,34.0,424.3,0.02,648.0
GALAPA -> MALAMBO,1,24.0,24.0,424.3,0.02,648.0
GALAPA -> PLATO,1,8.876,8.876,424.3,0.01,324.0
GALAPA -> SANTA MARTA,1,10.0,10.0,424.3,0.01,324.0
GALAPA -> VALLEDUPAR,1,20.0,20.0,424.3,0.02,648.0
GIRARDOT -> GUAMO,1,9.0,9.0,424.3,0.0,0.0
GIRARDOTA -> ANAPOIMA,1,8.77,8.77,424.3,-0.01,-324.0
SABANETA -> LA UNION,1,3.006,3.006,424.3,-0.01,-324.0
SABANETA -> LA VIRGINIA,1,8.693999999999999,8.693999999999999,424.3,-0.01,-324.0
SABANETA -> MARIQUITA,1,4.262,4.262,424.3,-0.02,-648.0
SABANETA -> MARMATO,1,2.349,2.349,424.3,0.02,648.0
SABANETA -> MOSQUERA,1,5.768,5.768,424.3,-0.01,-324.0
SABANETA -> MOÑITOS,1,16.017,16.017,424.3,-0.02,-648.0
SABANETA -> NEIVA,1,4.207,4.207,424.3,-0.02,-648.0
SABANETA -> NOBSA,1,33.0,33.0,424.3,0.0,0.0
MADRID -> VILLA DE SAN DIEGO DE UBA,1,6.415,6.415,424.3,-0.0,-0.0
MADRID -> VILLA DEL ROSARIO,1,8.969,8.969,424.3,0.02,648.0
MADRID -> VILLAMARIA,1,8.915,8.915,424.3,0.01,324.0
MALAMBO -> BOSCONIA,1,10.0,10.0,424.3,0.02,648.0
MALAMBO -> CLEMENCIA,1,3.42,3.42,424.3,0.01,324.0
MALAMBO -> COTA,1,34.0,34.0,424.3,0.01,324.0
MALAMBO -> CURUMANI,1,9.0,9.0,424.3,-0.01,-324.0
MALAMBO -> DIBULLA,1,9.0,9.0,424.3,-0.01,-324.0
SONSON -> CORDOBA,1,34.0,34.0,424.3,-0.01,-324.0
SABANETA -> GALAPA,1,1.64,1.64,424.3,-0.01,-324.0
SABANETA -> GUADALUPE,1,0.883,0.883,424.3,0.01,324.0
SABANETA -> GUATAPE,1,7.48,7.48,424.3,0.02,648.0
SABANETA -> LA MESA,1,3.386,3.386,424.3,0.02,648.0
MADRID -> TINJACA,1,8.844,8.844,424.3,-0.0,-0.0
MADRID -> TOPAGA,1,8.014,8.014,424.3,0.01,324.0
MADRID -> VALLE DEL GUAMUEZ,1,31.680999999999997,31.680999999999997,424.3,-0.01,-324.0
SABANETA -> EL CARMEN DE BOLIVAR,1,8.012,8.012,424.3,-0.01,-324.0
SABANETA -> FONSECA,1,3.674,3.674,424.3,-0.01,-324.0
SABANETA -> FRONTINO,1,2.4520000000000004,2.4520000000000004,424.3,-0.01,-324.0
SABANETA -> GACHANTIVA,1,8.16,8.16,424.3,-0.02,-648.0
SONSON -> NECOCLI,1,34.0,34.0,424.3,-0.01,-324.0
ENVIGADO -> RESTREPO,1,16.2,16.2,424.3,-0.02,-648.0
ENVIGADO -> SANTA FE DE ANTIOQUIA,1,2.825,2.825,424.3,0.0,0.0
ENVIGADO -> TULUA,1,22.417,22.417,424.3,-0.0,-0.0
MANIZALES -> CAÑASGORDAS,1,34.0,34.0,424.3,-0.01,-324.0
MANIZALES -> IBAGUE,1,16.0,16.0,424.3,-0.0,-0.0
MANIZALES -> IPIALES,1,33.0,33.0,424.3,0.01,324.0
MANIZALES -> LA VIRGINIA,1,17.0,17.0,424.3,-0.0,-0.0
SABANETA -> CHAPARRAL,1,3.239,3.239,424.3,-0.01,-324.0
SABANETA -> COVEÑAS,1,8.642,8.642,424.3,-0.02,-648.0
SABANETA -> DON MATIAS,1,17.5,17.5,424.3,-0.0,-0.0
SABANETA -> EBEJICO,1,9.5,9.5,424.3,0.02,648.0
SABANETA -> CARTAGENA DEL CHAIRA,1,5.203,5.203,424.3,-0.01,-324.0
MALAMBO -> GIRON,1,34.0,34.0,424.3,-0.01,-324.0
MALAMBO -> MONTELIBANO,1,9.997,9.997,424.3,0.01,324.0
MALAMBO -> PLATO,1,9.348,9.348,424.3,0.02,648.0
MALAMBO -> SABANAGRANDE,1,4.0,4.0,424.3,0.01,324.0
MALAMBO -> SAN SEBASTIAN DE BUENAVIS,1,9.0,9.0,424.3,-0.01,-324.0
MANIZALES -> CALDAS,1,4.4,4.4,424.3,-0.01,-324.0
MANIZALES -> CALI,1,16.0,16.0,424.3,-0.01,-324.0
GIRARDOTA -> BARRANCABERMEJA,1,6.0,6.0,424.3,0.01,324.0
SONSON -> GRANADA,1,34.0,34.0,424.3,-0.01,-324.0
SONSON -> ITUANGO,1,34.0,34.0,424.3,0.0,0.0
SONSON -> LA ARGENTINA,1,34.0,34.0,424.3,-0.01,-324.0
SONSON -> LOS PATIOS,1,34.0,34.0,424.3,-0.0,-0.0
SONSON -> MOÑITOS,1,34.0,34.0,424.3,-0.0,-0.0
SABANETA -> BETULIA,1,3.897,3.897,424.3,-0.01,-324.0
SABANETA -> CAJICA,1,3.656,3.656,424.3,-0.01,-324.0
SONSON -> TOCANCIPA,1,34.0,34.0,424.3,0.0,0.0
SONSON -> UBAQUE,1,34.0,34.0,424.3,0.0,0.0
SONSON -> VALLEDUPAR,1,34.0,34.0,424.3,-0.0,-0.0
SOPO -> ACEVEDO,1,8.51,8.51,424.3,0.0,0.0
SOPO -> ANAPOIMA,1,3.15,3.15,424.3,-0.0,-0.0
SOPO -> APIA,1,13.203,13.203,424.3,0.01,324.0
SOPO -> ARAUCA,1,8.25,8.25,424.3,-0.02,-648.0
SOPO -> ARBELAEZ,1,6.322000000000001,6.322000000000001,424.3,0.01,324.0
ENVIGADO -> LA VEGA,1,8.157,8.157,424.3,-0.01,-324.0
ENVIGADO -> MOSQUERA,1,4.186,4.186,424.3,-0.01,-324.0
ENVIGADO -> NECOCLI,1,2.656,2.656,424.3,0.0,0.0
ENVIGADO -> OCAÑA,1,3.871,3.871,424.3,0.01,324.0
ENVIGADO -> OIBA,1,4.217,4.217,424.3,0.01,324.0
ENVIGADO -> PIEDECUESTA,1,3.2089999999999996,3.2089999999999996,424.3,0.02,648.0
ENVIGADO -> PUERTO COLOMBIA,1,8.313,8.313,424.3,0.01,324.0
SONSON -> TARQUI,1,34.0,34.0,424.3,0.01,324.0
SONSON -> SAN LUIS,1,34.0,34.0,424.3,-0.02,-648.0
SONSON -> SANTA ROSA,1,34.0,34.0,424.3,0.0,0.0
SONSON -> SINCELEJO,1,34.0,34.0,424.3,0.0,0.0
SONSON -> SOGAMOSO,1,34.0,34.0,424.3,0.02,648.0
SONSON -> SOPO,1,33.7,33.7,424.3,0.02,648.0
ENVIGADO -> GIRON,1,8.658000000000001,8.658000000000001,424.3,-0.01,-324.0
ENVIGADO -> LA CALERA,1,8.459999999999999,8.459999999999999,424.3,-0.02,-648.0
ENVIGADO -> LA UNION,1,7.2,7.2,424.3,-0.01,-324.0
ENVIGADO -> TURBACO,1,6.558,6.558,424.3,0.01,324.0
ENVIGADO -> VILLETA,1,1.668,1.668,424.3,0.01,324.0
SONSON -> PRADO,1,34.0,34.0,424.3,-0.0,-0.0
SONSON -> PUERTO BOYACA,1,34.0,34.0,424.3,0.01,324.0
SONSON -> PUERTO TRIUNFO,1,34.0,34.0,424.3,-0.0,-0.0
SONSON -> REMEDIOS,1,34.0,34.0,424.3,0.01,324.0
SONSON -> RESTREPO,1,34.0,34.0,424.3,0.01,324.0
SONSON -> SABANAS DE SAN ANGEL,1,34.0,34.0,424.3,-0.01,-324.0
COTA -> GUATAVITA,1,7.939,7.939,424.3,0.0,0.0
COTA -> LA PLATA,1,33.0,33.0,424.3,-0.0,-0.0
COTA -> MALAMBO,1,34.0,34.0,424.3,0.01,324.0
COTA -> MOCOA,1,34.0,34.0,424.3,-0.01,-324.0
COTA -> NEMOCON,1,9.412,9.412,424.3,0.02,648.0
COTA -> PITALITO,1,34.0,34.0,424.3,0.01,324.0
COTA -> SIMIJACA,1,9.0,9.0,424.3,0.01,324.0
COTA -> VILLETA,1,5.527,5.527,424.3,0.01,324.0
SABANAGRANDE -> ZAMBRANO,1,14.467,14.467,424.3,-0.0,-0.0
SABANETA -> ACACIAS,1,9.12,9.12,424.3,0.01,324.0
EL CERRITO -> BUENAVENTURA,1,34.0,34.0,424.3,-0.01,-324.0
EL CERRITO -> CAJICA,1,34.0,34.0,424.3,-0.01,-324.0
EL CERRITO -> FUNZA,1,34.0,34.0,424.3,-0.01,-324.0
EL CERRITO -> GACHANCIPA,1,34.0,34.0,424.3,-0.01,-324.0
ENVIGADO -> BARBOSA,1,7.016,7.016,424.3,-0.0,-0.0
ENVIGADO -> BARRANCABERMEJA,1,4.17,4.17,424.3,0.02,648.0
MANIZALES -> ZIPAQUIRA,1,17.0,17.0,424.3,-0.01,-324.0
MARINILLA -> CALDAS,1,3.0,3.0,424.3,-0.0,-0.0
MEDELLIN -> ENVIGADO,1,2.188,2.188,424.3,0.01,324.0
MEDELLIN -> LA CEJA,1,3.473,3.473,424.3,0.01,324.0
MEDELLIN -> PEREIRA,1,13.0,13.0,424.3,0.02,648.0
MEDELLIN -> VENECIA,1,9.996,9.996,424.3,0.0,0.0
MIRANDA -> BUENAVENTURA,1,34.0,34.0,424.3,0.0,0.0
SABANAGRANDE -> TAMALAMEQUE,1,8.855,8.855,424.3,0.01,324.0
SOPO -> ARCABUCO,1,33.0,33.0,424.3,-0.02,-648.0
SOPO -> CAJAMARCA,1,8.2,8.2,424.3,0.01,324.0
NOBSA -> FLORENCIA,1,34.0,34.0,424.3,0.0,0.0
NOBSA -> MANIZALES,1,33.0,33.0,424.3,0.01,324.0
NOBSA -> NEIVA,1,33.0,33.0,424.3,0.01,324.0
NOBSA -> PACHO,1,16.0,16.0,424.3,-0.0,-0.0
MANIZALES -> MEDELLIN,1,34.0,34.0,424.3,-0.01,-324.0
MANIZALES -> RIONEGRO,1,34.0,34.0,424.3,-0.01,-324.0
NOBSA -> APARTADO,1,33.0,33.0,424.3,0.01,324.0
NOBSA -> BELLO,1,34.0,34.0,424.3,0.01,324.0
NOBSA -> COTA,1,17.0,17.0,424.3,0.0,0.0
SOPO -> CURUMANI,1,31.809,31.809,424.3,-0.0,-0.0
SOPO -> EL CARMEN DE CHUCURI,1,31.529,31.529,424.3,0.01,324.0
SOPO -> EL CARMEN DE VIBORAL,1,9.092,9.092,424.3,0.01,324.0
SOPO -> EL ROSAL,1,5.265000000000001,5.265000000000001,424.3,0.0,0.0
SOPO -> EL SANTUARIO,1,16.065,16.065,424.3,-0.02,-648.0
SABANAGRANDE -> SANTA MARIA,1,9.0,9.0,424.3,0.01,324.0
SABANAGRANDE -> SOACHA,1,8.148,8.148,424.3,0.02,648.0
MIRANDA -> FACATATIVA,1,34.0,34.0,424.3,0.01,324.0
MIRANDA -> IBAGUE,1,34.0,34.0,424.3,0.02,648.0
MIRANDA -> MOSQUERA,1,34.0,34.0,424.3,0.01,324.0
MOSQUERA -> MADRID,1,1.0,1.0,424.3,0.01,324.0
NEIVA -> SOPO,1,1.0,1.0,424.3,0.0,0.0
NOBSA -> AMAGA,1,34.0,34.0,424.3,-0.02,-648.0
PALMAR DE VARELA -> MAICAO,1,33.0,33.0,424.3,-0.01,-324.0
PALMAR DE VARELA -> MANIZALES,1,22.0,22.0,424.3,0.01,324.0
PALMAR DE VARELA -> MOSQUERA,1,33.0,33.0,424.3,0.01,324.0
SABANAGRANDE -> LURUACO,1,6.97,6.97,424.3,-0.0,-0.0
SABANAGRANDE -> PALMAR DE VARELA,1,5.558000000000001,5.558000000000001,424.3,-0.01,-324.0
SABANAGRANDE -> POLONUEVO,1,3.895,3.895,424.3,-0.01,-324.0
SABANAGRANDE -> SAN JUAN NEPOMUCENO,1,8.392,8.392,424.3,0.01,324.0
SABANAGRANDE -> SANTA ANA,1,7.084,7.084,424.3,0.01,324.0
COTA -> ZIPACON,1,9.0,9.0,424.3,-0.0,-0.0
CUCUTA -> BUCARAMANGA,1,1.3,1.3,424.3,0.0,0.0
SOPO -> CAMPOALEGRE,1,4.3,4.3,424.3,-0.0,-0.0
SOPO -> CAREPA,1,32.143,32.143,424.3,-0.02,-648.0
SOPO -> CHAPARRAL,1,33.211,33.211,424.3,-0.01,-324.0
PALMAR DE VARELA -> CAQUEZA,1,33.0,33.0,424.3,0.01,324.0
PALMAR DE VARELA -> COPACABANA,1,33.0,33.0,424.3,0.01,324.0
PALMAR DE VARELA -> FUSAGASUGA,1,33.0,33.0,424.3,0.02,648.0
CALDAS -> SANTO DOMINGO,1,7.514,7.514,424.3,-0.0,-0.0
CALDAS -> SOPO,1,34.0,34.0,424.3,-0.0,-0.0
CALDAS -> TOCA,1,14.074,14.074,424.3,0.0,0.0
CALDAS -> TOPAGA,1,12.429,12.429,424.3,-0.0,-0.0
CALI -> ARMENIA,1,9.5,9.5,424.3,-0.02,-648.0
SOPO -> LA JAGUA DE IBIRICO,1,32.328,32.328,424.3,0.02,648.0
RIONEGRO -> RESTREPO,1,6.438,6.438,424.3,-0.01,-324.0
RIONEGRO -> SAN LUIS,1,4.002,4.002,424.3,-0.01,-324.0
CALI -> PEREIRA,1,9.5,9.5,424.3,-0.02,-648.0
CALI -> SABANETA,1,30.0,30.0,424.3,-0.0,-0.0
CALI -> TOCANCIPA,1,34.0,34.0,424.3,-0.02,-648.0
CALI -> VIJES,1,5.0,5.0,424.3,0.01,324.0
CALI -> VILLA RICA,1,5.0,5.0,424.3,0.02,648.0
CALDAS -> MADRID,1,1.793,1.793,424.3,0.02,648.0
CALDAS -> MAICAO,1,9.652,9.652,424.3,0.0,0.0
CALDAS -> SAN GIL,1,3.787,3.787,424.3,0.0,0.0
SOPO -> GUATAVITA,1,9.5,9.5,424.3,-0.02,-648.0
SOPO -> ICONONZO,1,3.059,3.059,424.3,-0.0,-0.0
CALI -> FACATATIVA,1,9.0,9.0,424.3,-0.02,-648.0
CALI -> GALAPA,1,34.0,34.0,424.3,-0.02,-648.0
CALI -> GINEBRA,1,5.0,5.0,424.3,0.01,324.0
CALI -> ITAGUI,1,33.0,33.0,424.3,-0.02,-648.0
CALI -> MARIQUITA,1,9.5,9.5,424.3,-0.02,-648.0
CALI -> MEDELLIN,1,34.0,34.0,424.3,-0.02,-648.0
CARTAGENA -> BARRANQUILLA,1,2.0,2.0,424.3,-0.01,-324.0
CARTAGENA -> BUENAVENTURA,1,3.0,3.0,424.3,0.01,324.0
CARTAGENA -> ITAGUI,1,18.869,18.869,424.3,0.01,324.0
CHIQUINQUIRA -> MADRID,1,3.5,3.5,424.3,0.0,0.0
COTA -> BOYACA,1,16.0,16.0,424.3,0.01,324.0
SOPO -> FLANDES,1,8.09,8.09,424.3,0.0,0.0
SOPO -> GARAGOA,1,9.292,9.292,424.3,-0.01,-324.0
SOPO -> GUACHETA,1,17.0,17.0,424.3,-0.01,-324.0
CALDAS -> ARMENIA,1,2.867,2.867,424.3,0.01,324.0
CALDAS -> BARRANCABERMEJA,1,4.305,4.305,424.3,0.02,648.0
CALDAS -> CANDELARIA,1,8.698,8.698,424.3,-0.01,-324.0
CALDAS -> CHIA,1,2.898,2.898,424.3,0.0,0.0
CALDAS -> DOSQUEBRADAS,1,3.85,3.85,424.3,0.01,324.0
CALDAS -> FACATATIVA,1,8.353,8.353,424.3,0.0,0.0
CALDAS -> FUNDACION,1,3.6,3.6,424.3,-0.01,-324.0
SOPO -> PALOCABILDO,1,15.325,15.325,424.3,-0.01,-324.0
PALMAR DE VARELA -> ARMENIA,1,34.0,34.0,424.3,0.01,324.0
PALMAR DE VARELA -> CALI,1,33.0,33.0,424.3,0.02,648.0
SOPO -> MARMATO,1,9.192,9.192,424.3,0.02,648.0
SOPO -> MARSELLA,1,8.506,8.506,424.3,0.02,648.0
SOPO -> NEIRA,1,33.7,33.7,424.3,0.02,648.0
SOPO -> NEMOCON,1,9.5,9.5,424.3,0.0,0.0
SOPO -> PAIPA,1,13.32,13.32,424.3,-0.01,-324.0
BUENAVENTURA -> VALLEDUPAR,1,28.0,28.0,424.3,0.01,324.0
SABANAGRANDE -> CALAMAR,1,8.672,8.672,424.3,0.01,324.0
NOBSA -> SANTA FE DE ANTIOQUIA,1,34.0,34.0,424.3,0.0,0.0
NOBSA -> SANTA MARTA,1,33.0,33.0,424.3,0.01,324.0
NOBSA -> SINCELEJO,1,34.0,34.0,424.3,0.0,0.0
NOBSA -> VALLEDUPAR,1,33.0,33.0,424.3,-0.0,-0.0
NOBSA -> VILLAGARZON,1,34.0,34.0,424.3,0.0,0.0
NOBSA -> YOPAL,1,33.0,33.0,424.3,0.01,324.0
PALMAR DE VARELA -> AMAGA,1,33.091,33.091,424.3,0.02,648.0
RIONEGRO -> SAN ONOFRE,1,9.094999999999999,9.094999999999999,424.3,-0.01,-324.0
RIONEGRO -> SANTA ROSA DE OSOS,1,3.256,3.256,424.3,0.01,324.0
RIONEGRO -> SANTIAGO DE TOLU,1,8.699,8.699,424.3,-0.0,-0.0
RIONEGRO -> SOPO,1,8.0,8.0,424.3,0.01,324.0
RIONEGRO -> VILLAVICENCIO,1,4.234,4.234,424.3,0.01,324.0
SABANAGRANDE -> AGUACHICA,1,15.288,15.288,424.3,0.02,648.0
SABANAGRANDE -> ALBANIA,1,13.152,13.152,424.3,-0.0,-0.0
SABANAGRANDE -> ASTREA,1,4.019,4.019,424.3,0.02,648.0
BOGOTA D.C. -> BUENAVENTURA,1,1.0,1.0,424.3,-0.0,-0.0
BOGOTA D.C. -> GUATEQUE,1,20.0,20.0,424.3,0.02,648.0
BOGOTA D.C. -> BOAVITA,1,4.017,4.017,424.3,0.0,0.0
BOGOTA D.C. -> MACHETA,1,9.74,9.74,424.3,0.02,648.0
BOGOTA D.C. -> MARIQUITA,1,4.5,4.5,424.3,-0.01,-324.0
BELLO -> GIRARDOTA,1,1.152,1.152,424.3,0.0,0.0
PUERTO TEJADA -> ROLDANILLO,1,8.184000000000001,8.184000000000001,424.3,0.01,324.0
PUERTO TEJADA -> LA CUMBRE,1,9.0,9.0,424.3,-0.0,-0.0
SOPO -> SUBACHOQUE,1,5.899,5.899,424.3,0.01,324.0
YUMBO -> ENVIGADO,1,34.0,34.0,424.3,0.02,648.0
SOPO -> TIBASOSA,1,7.803,7.803,424.3,0.02,648.0
SOPO -> TIMANA,1,32.982,32.982,424.3,0.02,648.0
YUMBO -> COTA,1,35.0,35.0,424.3,0.0,0.0
BOGOTA D.C. -> GACHANCIPA,1,3.5,3.5,424.3,0.02,648.0
BOGOTA D.C. -> COGUA,1,3.0,3.0,424.3,-0.01,-324.0
BOGOTA D.C. -> CARMEN DE APICALA,1,9.0,9.0,424.3,-0.01,-324.0
BUCARAMANGA -> CARTAGENA,1,16.0,16.0,424.3,0.01,324.0
PUERTO TEJADA -> PITALITO,1,10.0,10.0,424.3,0.0,0.0
PUERTO TEJADA -> QUIMBAYA,1,9.405,9.405,424.3,0.01,324.0
PUERTO TEJADA -> LA DORADA,1,10.0,10.0,424.3,0.0,0.0
PUERTO TEJADA -> VALLEDUPAR,1,27.116,27.116,424.3,0.02,648.0
PUERTO TEJADA -> VILLAMARIA,1,9.0,9.0,424.3,-0.0,-0.0
RIONEGRO -> AMAGA,1,3.081,3.081,424.3,0.02,648.0
RIONEGRO -> CALI,1,28.491,28.491,424.3,0.0,0.0
BUCARAMANGA -> SAN GIL,1,10.0,10.0,424.3,-0.01,-324.0
BUCARAMANGA -> SAN MARTIN,1,5.864,5.864,424.3,0.0,0.0
BUCARAMANGA -> SOCORRO,1,9.989,9.989,424.3,0.01,324.0
BUENAVENTURA -> APARTADO,1,30.0,30.0,424.3,0.01,324.0
BUENAVENTURA -> COPACABANA,1,18.0,18.0,424.3,0.02,648.0
BUENAVENTURA -> COTA,1,34.0,34.0,424.3,-0.01,-324.0
BOGOTA D.C. -> VIANI,1,16.0,16.0,424.3,-0.0,-0.0
BUCARAMANGA -> ABREGO,1,10.0,10.0,424.3,0.01,324.0
SOPO -> SANTIAGO DE TOLU,1,32.13,32.13,424.3,-0.02,-648.0
SOPO -> SESQUILE,1,4.377,4.377,424.3,0.01,324.0
SOPO -> SIBATE,1,1.771,1.771,424.3,0.01,324.0
SOPO -> SOATA,1,4.398,4.398,424.3,0.01,324.0
SESQUILE -> CARTAGENA DEL CHAIRA,1,33.0,33.0,424.3,0.01,324.0
SESQUILE -> COTA,1,16.0,16.0,424.3,0.0,0.0
SESQUILE -> CUCUTA,1,33.0,33.0,424.3,-0.0,-0.0
MADRID -> BELEN,1,8.75,8.75,424.3,-0.01,-324.0
PALMAR DE VARELA -> TOCANCIPA,1,33.0,33.0,424.3,0.02,648.0
PALMAR DE VARELA -> YUMBO,1,33.0,33.0,424.3,0.02,648.0
BUCARAMANGA -> CURUMANI,1,15.588,15.588,424.3,0.01,324.0
BUCARAMANGA -> DUITAMA,1,33.0,33.0,424.3,0.01,324.0
BUCARAMANGA -> ENVIGADO,1,33.0,33.0,424.3,-0.0,-0.0
BUCARAMANGA -> LOS SANTOS,1,10.0,10.0,424.3,0.01,324.0
SOPO -> SAN ONOFRE,1,16.099,16.099,424.3,-0.0,-0.0
SOPO -> SANTA ANA,1,30.725,30.725,424.3,0.01,324.0
RIONEGRO -> COVEÑAS,1,8.268,8.268,424.3,0.0,0.0
RIONEGRO -> ESPINAL,1,4.729,4.729,424.3,0.02,648.0
PALMAR DE VARELA -> PEREIRA,1,33.0,33.0,424.3,0.0,0.0
PALMAR DE VARELA -> PITALITO,1,33.0,33.0,424.3,0.01,324.0
PALMAR DE VARELA -> SAN GIL,1,33.0,33.0,424.3,0.01,324.0
PALMAR DE VARELA -> SAN PEDRO,1,33.0,33.0,424.3,0.01,324.0
PALMAR DE VARELA -> SOACHA,1,33.0,33.0,424.3,0.01,324.0
PALMAR DE VARELA -> TIMANA,1,34.0,34.0,424.3,0.02,648.0
BOGOTA D.C. -> PULI,1,4.2,4.2,424.3,0.02,648.0
BOGOTA D.C. -> SOCORRO,1,9.5,9.5,424.3,-0.01,-324.0
BOGOTA D.C. -> SUESCA,1,4.0,4.0,424.3,0.02,648.0
SOPO -> VILLANUEVA,1,33.455,33.455,424.3,0.01,324.0
TOCANCIPA -> PALMIRA,1,9.7,9.7,424.3,0.01,324.0
TURBO -> SABANETA,1,25.0,25.0,424.3,0.02,648.0
VILLAVICENCIO -> GRANADA,1,7.0,7.0,424.3,0.0,0.0
VILLAVICENCIO -> GUAMAL,1,5.035,5.035,424.3,0.0,0.0
